,Temperature,RH,Ws,Rain,FFMC,DMC,DC,ISI,BUILD_UP_INDEX,fireweather_index,Classes
2882,21.04,54.04,4.85,0.49,90.52,86.71,749.19,5.83,134.50231612946638,4295.124555371419,1
2883,21.76,40.91,7.99,0.0,89.54,86.14,785.27,12.08,135.2024900561652,8954.390677109332,1
2884,34.58,83.29,24.7,2.13,63.54,30.54,422.82,1.32,51.73757557545526,314.8270373048889,0
2885,24.37,50.37,7.46,0.14,90.79,138.63,173.65,4.13,92.54879907732231,1957.0221283719454,1
2886,19.45,63.29,17.97,3.31,52.33,4.26,217.55,0.71,8.122375109553023,19.032913933843016,0
2887,27.26,84.02,21.43,0.0,33.46,0.7,6.9,0.57,1.1167630057803468,1.4685075258735063,0
2888,15.05,48.08,4.89,0.8,90.31,15.32,714.28,1.9,29.080681389353956,229.5587391538401,1
2889,30.95,90.32,16.09,1.12,65.56,0.7,27.4,1.81,1.315951972555746,5.660090220794263,0
2890,19.44,72.61,9.46,3.75,55.39,40.9,6.9,1.66,5.171049015116813,26.113056906580216,0
2891,22.4,81.24,9.99,1.87,56.3,0.7,35.18,0.78,1.3336582724072568,2.477944105353798,0
2892,36.92,71.87,8.51,0.0,68.94,0.7,297.39,1.59,1.3918098549174298,5.312202605017527,0
2893,29.39,72.81,16.13,0.0,48.59,13.21,40.42,0.85,14.540083055347539,45.30959518819698,0
2894,24.22,29.56,9.75,0.02,84.91,35.18,633.18,9.1,61.77879827492962,2675.93679152722,1
2895,21.2,32.0,2.7,0.0,91.8,78.5,724.3,9.2,123.52952039541579,6130.073274018584,1
2896,8.28,51.12,0.4,0.0,89.72,42.15,712.97,7.4,73.44502746396691,2668.992221249656,1
2897,27.03,53.79,17.18,0.62,87.11,198.4,467.9,14.04,192.61616350243804,15804.671630678908,1
2898,24.02,86.62,18.46,2.55,65.14,14.01,190.12,0.73,23.66102911457061,69.13952265703172,0
2899,31.62,89.22,16.81,1.21,74.16,22.03,101.91,1.71,28.60244354556168,202.59801357250697,0
2900,24.66,58.81,0.4,0.0,91.69,134.33,621.39,8.58,174.40453544919376,8589.852510708895,1
2901,22.36,72.88,19.43,2.4,57.38,0.7,115.08,0.6,1.379029358897543,1.9828930350303682,0
2902,12.35,40.77,10.96,0.47,85.75,176.19,295.64,8.47,141.52357063774002,6626.40632012103,1
2903,17.1,42.01,8.15,0.38,93.37,150.31,714.12,3.1,196.97196005119758,3582.9809979104275,1
2904,36.8,44.1,23.58,2.49,73.26,0.7,6.9,0.49,1.1167630057803468,1.2624012064526633,0
2905,24.84,67.0,11.59,4.64,77.09,6.26,88.92,1.81,10.646250358611457,66.78024420479431,0
2906,19.81,37.7,0.4,0.87,92.44,199.75,264.56,12.55,138.35171840536174,9559.110319121848,1
2907,8.97,53.35,5.41,0.12,88.7,162.76,187.35,13.13,102.62712999579301,7029.166104481107,1
2908,27.12,35.8,6.29,0.0,91.41,148.87,343.12,2.68,142.82295947825722,2119.4104304233024,1
2909,31.29,27.27,14.31,0.0,91.24,3.84,461.85,4.91,7.523614381164492,120.24576150205307,1
2910,28.37,47.58,5.28,0.16,87.77,173.15,208.85,2.4,112.70365810900309,1435.0509613167071,1
2911,24.49,57.35,3.58,0.0,94.99,224.52,440.16,8.34,197.36129890360075,9661.870837318638,1
2912,17.7,30.0,3.48,0.57,92.69,215.23,347.04,7.24,168.77675601475516,6973.019554152385,1
2913,20.45,43.7,9.96,0.0,93.68,119.51,299.12,4.59,119.57896018531683,2943.24821139496,1
2914,31.77,58.57,17.62,2.37,59.98,0.7,66.1,0.86,1.3638909358879883,2.8053523860955174,0
2915,21.56,82.68,17.67,0.0,50.12,10.87,124.66,1.78,17.84903612474067,120.86776777144351,0
2916,26.54,79.17,14.43,3.31,58.27,17.54,136.91,0.89,26.570053109094932,96.65872691566526,0
2917,29.0,65.0,19.0,0.6,68.3,5.5,15.2,1.5,5.775474956822107,26.88528287766664,0
2918,24.1,63.74,9.89,0.0,82.1,4.84,6.9,0.91,3.5153684210526315,9.076812308281545,1
2919,20.95,61.38,6.26,0.0,91.81,59.85,555.09,9.11,94.28531108320385,4412.598088822936,1
2920,32.72,71.57,3.13,1.15,85.4,139.24,182.96,4.4,95.94151470643618,2175.4849858609027,1
2921,13.52,45.58,7.9,1.08,90.08,45.81,707.4,13.16,78.85389542841502,5161.809608264814,1
2922,21.93,59.12,19.45,1.13,55.06,3.74,6.9,1.57,3.1761230769230773,13.891965683749572,0
2923,19.65,66.98,2.25,0.13,95.03,145.63,362.53,7.24,145.32034296488465,5843.942697238676,1
2924,31.33,57.08,9.77,0.61,63.63,7.03,6.9,2.21,3.9637997957099085,25.400103334760217,0
2925,24.86,69.6,5.59,0.0,95.32,87.5,45.75,3.89,30.26937618147448,492.75254459393585,1
2926,18.22,25.09,13.08,0.06,87.67,52.06,860.6,17.31,90.44226293212213,7982.495809054644,1
2927,23.03,55.04,9.4,0.5,89.36,72.67,573.75,6.53,110.38663666148196,3809.952399801067,1
2928,23.12,31.01,0.4,0.08,93.42,53.71,356.91,2.96,78.05464784144468,1147.1359933960794,1
2929,34.08,63.52,16.98,0.95,82.1,9.08,162.76,0.48,15.937245767281356,28.51348829659197,0
2930,36.32,52.49,13.91,0.98,56.61,8.65,6.9,1.31,4.184750219106048,16.0518115483808,0
2931,11.95,29.27,0.4,0.51,91.43,15.15,259.94,10.23,26.44655910548495,1104.938979726488,1
2932,15.86,60.12,6.4,0.0,88.97,101.58,633.48,5.46,145.02304046516346,4396.530565793459,1
2933,6.84,24.78,12.26,0.54,87.77,180.64,105.1,8.9,68.20644512304652,2941.4978123976507,1
2934,26.04,33.42,1.66,0.0,90.06,84.11,140.38,14.26,67.34460823316364,4642.78687969401,1
2935,24.6,22.0,4.5,0.0,94.8,108.3,647.1,17.0,152.70671678378818,14549.03121140616,1
2936,37.45,67.63,13.33,0.0,72.87,0.7,6.9,1.24,1.1167630057803468,3.1946479510230663,0
2937,24.62,65.17,7.81,0.12,88.19,44.93,7.9,10.51,5.904711998336452,193.36224423437432,1
2938,28.0,75.0,16.0,0.0,82.2,4.4,24.3,3.3,6.057790368271955,62.5755321474623,1
2939,31.0,55.0,11.0,0.0,87.8,16.5,57.9,5.4,19.270801815431167,401.3992487427377,1
2940,23.64,44.21,13.22,0.32,86.58,117.45,340.2,9.38,126.08051118210862,6402.654109351759,1
2941,25.15,32.02,7.16,0.38,90.97,141.68,433.32,10.46,155.91420560747662,9174.315616355041,1
2942,22.4,61.47,14.01,0.0,88.8,73.61,7.9,6.57,6.059856714862577,124.63236267973187,1
2943,11.45,84.68,17.38,0.0,68.7,12.35,349.94,2.53,22.69742000709006,228.14342140691974,0
2944,32.51,69.84,5.83,3.23,54.68,6.64,201.8,0.63,12.27062271062271,27.485908352735954,0
2945,18.13,85.49,16.3,4.81,44.95,12.56,6.9,1.99,4.525535248041777,26.745002226365095,0
2946,17.42,70.49,8.4,0.0,89.14,107.1,765.77,5.33,158.7080404830095,4773.913335414754,1
2947,12.9,74.0,4.9,0.0,90.1,82.9,735.7,6.2,129.35899040246036,4362.241023604393,1
2948,31.95,52.09,11.77,1.65,67.88,9.16,38.56,1.64,11.49396680767979,66.23563411626328,0
2949,33.1,61.71,19.22,3.71,52.29,7.76,149.34,1.52,13.735669076686026,75.75945463551307,0
2950,39.0,83.13,10.23,5.59,60.56,0.7,54.44,1.89,1.356397935575725,6.125287093097977,0
2951,25.98,37.82,19.31,0.11,43.55,3.01,6.9,2.22,2.879584055459272,17.497131950605098,0
2952,21.93,40.43,0.41,0.0,92.76,90.08,860.6,5.7,142.79397310738628,4506.6213436201215,1
2953,25.56,71.58,0.4,0.12,95.76,157.11,860.6,7.29,215.7516561284532,9382.055689365376,1
2954,24.2,59.21,14.44,0.16,94.08,12.74,518.24,14.5,24.00471777345525,1396.8984481677055,1
2955,30.76,42.23,5.36,0.57,87.84,128.54,860.6,11.52,187.18477769787216,12537.377112034026,1
2956,17.4,54.0,3.1,0.0,89.4,266.2,803.3,5.6,291.1743736383442,10267.290136742839,1
2957,26.2,15.0,8.96,0.24,92.07,18.02,490.39,2.66,33.00772374122217,373.2168549356096,1
2958,23.82,25.07,6.48,0.0,90.22,57.8,475.52,10.19,88.658611012548,4589.909013039749,1
2959,19.87,57.86,14.02,2.05,60.86,0.7,122.19,0.92,1.3802323705018553,3.043567289232524,0
2960,24.21,30.66,0.4,0.0,88.19,69.59,306.95,5.6,88.8315246660082,2528.2314741435234,1
2961,20.0,92.33,15.09,6.33,81.33,0.7,159.29,1.2,1.3847863884749128,3.9853373978724687,0
2962,12.2,78.0,6.3,0.0,50.4,46.2,706.6,0.4,79.41836759518307,158.22058241586888,0
2963,21.16,47.6,7.11,0.0,90.04,66.05,510.44,18.6,99.81145263594178,9635.84248415384,1
2964,10.06,66.72,16.18,2.88,82.1,16.22,132.09,2.36,24.820433271547724,236.5052858490215,1
2965,28.26,57.82,7.68,0.0,87.46,162.1,133.6,16.9,80.38066252203768,6780.540911967964,1
2966,21.5,34.0,2.2,0.0,90.2,99.6,631.2,6.3,142.84826175869122,4983.238113844993,1
2967,21.7,80.03,6.36,0.17,87.65,139.88,712.06,12.88,187.6185819770946,14055.840967599726,1
2968,24.51,31.62,6.42,0.0,93.07,95.27,7.9,8.14,6.117102509397541,156.13858490015107,1
2969,39.0,85.85,19.31,2.01,55.55,22.67,32.89,2.16,16.649724780885393,135.10911630208017,0
2970,11.26,55.91,7.54,0.51,86.42,27.33,471.9,1.9,47.746872136609745,412.1912848549672,1
2971,30.76,49.74,4.19,0.0,93.33,94.74,490.49,10.52,127.77799268567657,7295.0670574075,1
2972,36.28,71.29,14.03,2.26,76.65,1.78,24.23,1.66,3.0076290097629017,13.772937152537946,0
2973,30.73,75.51,14.31,0.0,75.13,0.7,170.63,0.73,1.3857872142940015,2.426482149669809,0
2974,23.76,64.06,11.98,2.7,70.89,1.51,6.9,1.95,1.9520374707259955,9.712574429338654,0
2975,27.18,48.75,4.34,0.0,90.33,86.67,860.6,6.77,138.47569469262723,5162.042991992639,1
2976,30.08,62.61,10.31,0.0,56.31,0.7,6.9,1.65,1.1167630057803468,4.250942838054887,0
2977,32.85,50.07,21.64,0.0,70.38,16.28,61.09,1.86,19.541117988014538,140.55205423436112,0
2978,10.96,84.46,12.09,1.78,78.32,22.25,25.89,1.86,14.133656382260934,95.88478687935513,0
2979,32.99,90.55,9.71,3.91,65.59,7.97,104.89,1.52,13.395397989023754,73.54894663072456,0
2980,31.06,66.06,12.14,4.94,69.72,14.29,6.9,2.02,4.626439882697948,27.864185620894457,0
2981,27.8,63.2,8.55,1.11,74.87,8.17,299.07,0.71,15.295399928011394,40.17843558433094,0
2982,27.72,72.84,10.61,6.52,53.29,3.18,9.45,2.05,3.454137931034483,20.027990598710378,0
2983,25.44,60.25,5.93,0.0,84.84,25.5,7.9,2.98,5.623168178646198,51.75332032624084,1
2984,18.84,73.88,1.36,0.0,90.46,44.47,98.23,7.24,41.72095317685824,1339.4256622116623,1
2985,23.73,27.47,4.16,0.0,87.47,66.22,467.86,7.26,97.82507128084495,3672.886755868379,1
2986,36.51,64.16,25.38,0.0,66.95,1.42,37.96,0.32,2.597118766562274,2.2327164282913863,0
2987,32.84,57.12,8.19,3.07,74.63,4.21,18.18,0.09,5.332715554781398,1.468165033664597,0
2988,28.42,37.44,1.9,0.0,90.3,62.31,487.35,6.3,94.43507405247814,3057.244936891228,1
2989,27.16,43.18,17.24,4.95,65.66,6.63,118.01,1.54,11.626946539361741,63.04721959455503,0
2990,33.5,42.03,2.12,0.27,89.0,94.57,548.92,10.38,132.20015254442313,7492.962351636718,1
2991,14.66,57.85,10.23,0.16,96.2,106.56,635.35,16.43,150.15890435264762,13784.686459681798,1
2992,31.82,61.25,17.92,5.49,67.72,1.77,183.0,0.93,3.4564225690276116,9.09296351915732,0
2993,30.22,57.83,8.86,0.59,82.1,12.91,64.14,1.64,17.17673391069854,106.42675255156438,1
2994,30.14,52.16,14.83,0.73,87.93,112.81,532.05,11.46,147.45707827902834,9410.989986110286,1
2995,36.35,81.83,18.13,4.43,50.98,12.84,76.78,1.12,18.109022777369578,77.36102711331101,0
2996,23.9,32.9,4.67,0.0,88.08,3.0,210.96,10.7,5.794012633891788,192.5085583572495,1
2997,33.17,15.0,8.5,1.8,85.53,133.0,363.03,5.62,138.83797967017958,4298.419457349674,1
2998,26.14,33.21,5.11,0.19,85.85,153.93,698.86,5.61,198.536511624688,6544.881358980834,1
2999,17.23,45.42,9.5,0.81,74.55,26.04,95.15,0.99,30.923007800312018,128.60778795270758,0
3000,42.0,46.78,3.08,0.47,91.74,89.7,28.92,9.71,20.493138997511554,776.1239983647343,1
3001,16.32,71.25,11.2,0.55,91.29,77.72,348.44,2.07,99.79274348675241,1072.1387324377793,1
3002,25.36,33.38,13.12,0.0,92.56,73.13,409.17,9.92,101.09072576626492,5216.960901792387,1
3003,39.0,69.72,14.84,3.61,81.41,18.68,191.35,0.44,30.0308170552405,55.21733485497724,0
3004,24.45,77.04,7.19,0.38,65.59,0.7,408.66,1.65,1.3940303598840182,5.52304683535457,0
3005,10.42,80.19,9.04,0.0,88.3,144.86,860.6,7.88,203.9117006747087,9487.696422914618,1
3006,36.5,58.93,11.9,1.29,71.78,20.45,6.9,0.36,4.863593278759155,5.267761356248596,0
3007,24.9,27.0,2.2,0.0,92.4,105.8,758.1,9.9,156.86872677488753,8745.935452257407,1
3008,31.77,67.56,14.71,2.41,82.1,0.7,6.9,1.73,1.1167630057803468,4.45704915747573,1
3009,21.1,64.57,7.64,0.0,55.97,0.7,124.53,1.41,1.3805986696230594,4.666059085849432,0
3010,17.66,60.88,10.42,0.26,96.2,3.0,285.43,13.07,5.846379681152494,237.65922130645848,1
3011,22.8,46.0,4.0,0.0,91.1,88.2,731.7,8.3,135.55122873345937,6171.175260972587,1
3012,21.87,73.25,14.12,0.0,91.98,196.35,717.86,12.34,233.22202302407064,17410.212222563085,1
3013,19.0,79.65,18.21,4.68,46.65,6.88,6.9,1.74,3.9395850622406643,19.85413317144085,0
3014,15.87,44.82,10.37,0.36,92.97,47.57,569.54,11.82,78.70557777083802,4625.922577511608,1
3015,25.94,60.69,11.42,0.13,75.38,21.25,6.9,1.03,4.885464389837567,15.151690906695627,0
3016,23.63,58.02,11.89,0.0,58.16,49.26,227.39,2.6,63.90843498602156,795.761582308189,0
3017,22.5,66.55,5.33,0.57,88.58,104.92,376.31,8.71,123.65119619172891,5810.329042520864,1
3018,33.0,68.0,19.0,0.0,85.6,12.5,49.8,6.0,15.360888340530535,341.2528597430277,1
3019,18.88,70.19,14.83,6.86,60.49,0.7,6.9,1.47,1.1167630057803468,3.78720361935799,0
3020,26.18,27.15,13.46,0.32,88.6,40.18,664.94,7.83,69.81353087968225,2659.9892548990288,1
3021,21.43,56.58,20.38,0.0,56.21,1.85,102.88,1.84,3.5408213571461795,18.510085686915144,0
3022,20.4,56.0,2.2,0.0,91.6,248.4,753.8,6.3,272.3944137329066,10676.468279139033,1
3023,15.55,23.06,0.4,1.27,92.59,135.31,233.23,7.14,110.43945827245605,4168.212431375476,1
3024,31.42,66.25,24.01,6.18,71.2,0.7,6.9,1.47,1.1167630057803468,3.78720361935799,0
3025,18.2,43.0,4.9,0.0,91.4,142.4,601.4,10.6,178.8998537706288,10935.816097125473,1
3026,30.28,64.75,16.98,0.0,78.91,9.63,94.82,2.35,15.360050464695739,133.64876384014676,0
3027,42.0,35.06,0.98,1.43,86.15,113.23,595.98,3.08,153.5349105573599,2652.8263261268844,1
3028,36.83,38.26,0.4,0.0,96.2,76.74,495.98,11.68,110.67125656048732,6835.485856916994,1
3029,12.65,55.83,8.99,0.0,94.93,3.0,507.29,18.23,5.91258571456322,335.9222803422312,1
3030,24.91,44.57,7.24,0.31,89.16,72.2,7.9,11.91,6.054989384288748,225.71751935020515,1
3031,31.57,68.21,18.93,0.0,24.92,17.26,216.89,0.39,28.79188894016305,46.56805946875607,0
3032,25.99,68.66,2.3,0.56,91.67,72.7,234.16,4.99,81.86113341828761,2045.6666697700748,1
3033,20.46,48.03,4.74,0.0,91.84,27.55,132.96,14.3,36.29745088810167,2244.5170267262138,1
3034,19.36,29.95,4.19,0.5,96.05,190.14,832.55,14.19,242.06905267986846,20919.88644722148,1
3035,23.62,23.65,7.87,0.77,89.39,179.07,512.71,1.9,191.19619673360165,2120.2082599740093,1
3036,33.0,64.0,13.0,0.0,88.9,26.1,106.3,7.1,32.345438647624604,972.6279587834654,1
3037,25.67,31.17,3.01,0.42,91.68,39.2,584.26,11.97,67.13860405124147,3883.1370332135884,1
3038,15.92,55.48,13.74,0.36,45.63,0.7,188.2,1.69,1.3871018689128716,5.623763840099386,0
3039,34.31,70.42,11.09,1.11,53.83,0.7,103.42,2.21,1.3767043833792905,7.289122261641773,0
3040,22.9,44.0,5.4,0.0,93.3,141.2,713.9,13.9,188.96368919298902,15297.421137581285,1
3041,12.88,61.11,6.63,0.02,83.18,68.84,447.82,9.38,99.45776487288681,4839.045017368982,1
3042,15.62,86.53,2.08,0.55,75.11,15.95,202.77,0.37,26.657722186733704,40.34053009711621,0
3043,26.63,33.54,10.01,0.98,91.18,3.0,288.5,6.18,5.847972972972974,112.41059742137594,1
3044,40.59,44.0,11.56,0.06,88.68,125.6,178.8,9.72,91.14155844155844,4523.31296666869,1
3045,34.0,53.0,18.0,0.0,89.0,21.6,80.3,9.2,25.82993298585257,966.3966448151668,1
3046,24.63,40.99,3.58,0.5,96.2,117.29,484.87,6.1,146.17855737409957,4958.108299986196,1
3047,31.57,80.22,8.98,0.07,50.79,0.7,88.98,0.0,1.3729968037032951,0.0,0
3048,23.22,56.55,4.9,0.17,92.98,76.44,788.28,12.55,123.04952766035655,8323.876030812777,1
3049,22.97,65.92,12.04,2.33,82.1,11.97,143.16,2.06,19.800967154866104,158.11165444898725,1
3050,24.67,44.65,12.02,0.0,94.84,44.55,112.52,1.9,44.777828893007886,382.1068178201048,1
3051,16.8,28.0,4.0,0.0,92.8,119.0,783.5,7.5,172.50046253469012,7411.937206802726,1
3052,26.11,50.68,10.87,0.09,86.41,3.0,826.4,10.39,5.946036695047368,192.73474980459042,1
3053,18.4,42.0,6.7,0.0,90.2,96.9,624.2,8.9,139.615626983669,6852.136861423349,1
3054,18.77,52.76,6.98,2.14,71.08,0.7,6.9,1.64,1.1167630057803468,4.225179548127281,0
3055,27.04,68.37,20.85,4.23,74.62,15.78,196.71,2.01,26.287972560975607,215.5634906333664,0
3056,14.96,35.73,0.4,0.11,85.98,128.92,7.9,3.39,6.168794669897033,65.6749367397207,1
3057,19.11,76.23,8.43,0.0,73.67,0.7,14.98,1.25,1.2535564853556482,3.6910610702478026,0
3058,14.86,36.23,6.51,0.23,88.11,38.74,658.88,8.13,67.55060987389676,2656.535406684772,1
3059,32.92,31.08,4.2,0.01,92.55,61.37,248.19,11.28,75.85085367827396,4226.191148196721,1
3060,27.87,37.85,6.75,0.69,88.61,120.89,480.93,15.45,148.47540448570206,12791.088545406606,1
3061,33.18,60.61,0.4,0.0,89.16,156.0,860.6,11.63,214.70270270270274,14881.666147941933,1
3062,14.93,70.44,15.32,8.02,64.35,9.75,81.2,1.8,14.997868813639593,99.52591204848272,0
3063,28.4,46.52,20.03,4.21,81.86,6.25,6.9,2.28,3.8290788013318537,25.156505232602708,0
3064,22.84,41.64,2.59,0.19,89.89,72.93,417.51,15.39,101.52460026507289,8134.674716561641,1
3065,18.66,55.01,3.91,0.0,96.2,50.82,119.69,4.65,49.304091756504825,1047.7356714134437,1
3066,24.86,62.99,17.03,7.78,44.06,2.62,155.27,1.18,5.027900135953528,17.957224369454764,0
3067,16.68,49.92,1.39,0.57,90.75,165.89,532.76,4.34,186.5561067457532,4704.561928169833,1
3068,29.0,86.0,16.0,0.0,37.9,0.9,8.2,0.1,1.41244019138756,0.33995463122402847,0
3069,8.6,18.4,0.56,0.4,84.83,36.68,680.81,3.92,64.65187712780416,1216.256535857827,1
3070,20.37,24.58,8.8,0.0,93.66,113.01,619.73,6.43,155.24588348083415,5611.1343813839,1
3071,18.13,43.35,11.02,0.0,92.55,68.66,736.78,7.55,111.37306077518356,4451.581065036378,1
3072,20.1,40.0,4.0,0.0,94.8,108.3,647.1,17.0,152.70671678378818,14549.03121140616,1
3073,9.44,24.67,9.92,0.0,90.2,62.29,285.09,12.27,80.57010809523268,4936.61297215109,1
3074,24.97,63.48,16.18,0.96,77.0,14.5,102.24,1.07,21.4091992201603,90.0565411549078,0
3075,24.99,70.96,4.47,0.0,91.78,130.78,535.23,9.74,162.37300656475446,8962.117280487784,1
3076,35.0,63.0,14.0,0.3,76.6,5.7,10.0,1.7,4.701030927835053,23.89701956896977,0
3077,19.29,100.0,15.88,0.0,80.53,19.52,64.29,1.81,22.193665222389246,158.94955568035385,0
3078,23.4,33.0,4.5,0.0,96.0,127.1,570.5,16.5,163.26608499859273,15280.8561185479,1
3079,19.79,68.02,9.64,4.45,64.01,12.11,6.9,0.87,4.495440484196369,11.600805309469024,0
3080,31.94,62.86,12.13,8.91,82.1,1.98,209.09,0.95,3.8684189871052137,10.609122301573246,1
3081,2.2,47.47,9.14,0.0,92.62,176.48,696.99,8.03,216.14105764415436,10356.440101332366,1
3082,39.0,32.62,5.84,0.0,65.87,27.73,49.14,0.74,23.005144135398638,67.79897749124925,0
3083,28.84,79.77,16.03,0.98,63.61,31.57,268.06,1.72,48.77821346744095,382.6746051176975,0
3084,24.23,61.16,15.94,2.92,72.67,6.28,161.4,3.0,11.446549971767364,120.57291312940784,1
3085,29.85,64.07,6.74,0.0,77.97,0.7,138.17,2.5,1.382489994282447,8.286535207031653,0
3086,13.81,35.88,13.89,0.0,92.81,3.0,131.17,6.21,5.6754885699863,109.03392797911597,1
3087,31.73,40.12,3.76,0.04,93.38,152.81,223.02,11.3,112.65174061433447,6753.024177509756,1
3088,27.25,88.28,5.71,0.08,91.86,149.04,763.22,12.92,200.29636526914476,15230.909393953792,1
3089,18.54,89.79,18.07,1.86,71.14,8.11,113.12,3.0,13.754686457513397,149.76965464038454,0
3090,15.56,39.4,0.41,0.82,89.02,128.64,668.18,7.09,173.6844050192972,7063.5559805175335,1
3091,34.79,66.73,15.18,6.63,70.57,0.7,6.9,1.13,1.1167630057803468,2.911251761819407,0
3092,27.83,51.48,16.03,3.84,81.06,17.46,6.9,1.07,4.7665281899109795,15.288756634961034,0
3093,21.25,25.55,8.59,0.01,92.97,291.0,534.12,6.17,246.39577685832504,9288.480889616883,1
3094,19.58,65.91,7.04,0.0,93.39,3.0,193.93,5.7,5.7765973290969574,102.18751256444386,1
3095,8.75,15.0,3.24,0.53,90.02,144.7,314.74,10.39,134.6446451536608,7664.1673146799685,1
3096,15.6,66.0,3.1,0.0,90.9,126.5,686.5,7.0,173.20817751184242,6951.324342144651,1
3097,27.71,61.24,11.59,2.36,66.29,25.06,133.49,0.74,34.11093504639543,107.93599085609469,0
3098,25.6,31.31,7.83,0.0,89.78,71.91,860.6,15.56,118.96815282950861,9917.411747505064,1
3099,23.89,39.25,11.36,0.0,91.52,16.97,607.67,11.7,31.72508602588852,1566.5568005430905,1
3100,18.73,42.02,6.02,0.1,92.81,109.6,316.29,1.9,117.45204560470279,1192.7980532894032,1
3101,30.0,78.0,14.0,0.0,81.0,6.3,31.6,2.6,8.408870116156283,72.60924813125878,1
3102,30.08,66.68,13.59,6.43,44.56,37.2,97.39,2.1,38.05775513419823,348.56609605950587,0
3103,21.9,51.96,20.75,3.5,49.29,4.5,216.22,3.0,8.554886358640701,85.49994270445899,1
3104,23.2,46.69,1.58,0.61,88.6,3.0,168.9,11.54,5.744897959183675,205.54536982079895,1
3105,39.0,57.31,12.79,0.0,50.84,5.4,6.9,0.5,3.6529411764705886,5.218464471497022,0
3106,20.21,55.38,11.09,0.69,88.91,155.42,730.52,8.82,202.9138809904653,10558.160647831677,1
3107,33.73,30.0,1.0,0.0,92.88,3.0,490.03,6.75,5.909553192772296,124.30623100885568,1
3108,20.0,61.52,23.59,4.1,59.32,13.51,6.9,1.9,4.5836017209588205,25.922649546851385,0
3109,20.72,60.55,7.28,0.0,87.76,198.77,308.63,9.38,152.30837149542864,8002.92776721157,1
3110,19.2,24.0,4.9,0.0,92.4,96.2,739.4,8.6,145.17865088274314,6933.710650022131,1
3111,33.35,35.04,5.25,0.42,91.66,3.0,426.76,6.12,5.896375443282826,112.40769755004004,1
3112,28.89,63.42,20.13,0.09,69.54,13.35,122.04,2.28,20.966238780040534,187.21804101667004,0
3113,22.37,89.46,8.69,0.0,96.2,3.0,501.09,14.64,5.911520084940719,269.71233540400596,1
3114,23.72,58.84,11.72,0.0,79.76,4.72,6.9,1.38,3.4832085561497323,13.61630649030676,0
3115,33.41,58.81,6.62,0.22,96.08,93.04,523.52,8.28,128.83748822938156,5797.98795186532,1
3116,26.71,87.31,8.08,3.16,55.53,8.77,329.22,0.81,16.44482706574207,49.930693360918994,0
3117,20.62,66.37,13.48,1.71,65.25,0.7,137.61,2.12,1.3824196326061995,7.026559673622583,0
3118,25.0,78.0,14.0,1.4,45.0,1.9,7.5,0.2,2.326530612244898,1.2254812284580208,0
3119,17.4,25.0,4.9,0.0,91.7,35.8,80.8,7.8,33.971109806224305,1132.2004418562751,1
3120,31.72,55.6,13.38,2.56,82.1,0.7,83.38,0.37,1.3712204863150474,1.2146144363174791,1
3121,19.3,63.79,4.28,3.03,50.98,36.87,6.9,1.0,5.1355639666919,15.603405256878299,0
3122,14.14,23.25,9.58,0.1,84.92,88.39,740.75,6.53,136.1613610959474,4880.961786726731,1
3123,33.7,67.4,14.63,2.36,78.07,22.07,111.56,1.81,29.53344168890755,222.70974174450456,0
3124,31.09,75.86,10.12,1.5,60.27,5.3,74.86,0.95,9.005969810464192,28.76815775462776,0
3125,18.21,39.61,7.03,0.0,89.37,157.03,7.9,8.6,6.195328047943068,167.4552709580835,1
3126,30.85,65.33,13.04,0.4,85.75,210.37,314.4,7.42,157.41606640287984,6582.042344303604,1
3127,32.0,69.0,16.0,0.0,86.5,15.5,48.6,5.5,17.24785346307957,358.66416134493494,1
3128,24.5,81.05,18.26,0.05,62.88,9.52,136.02,2.57,16.204610186459764,155.6938941598947,0
